Operon,Gene,Strand,CDS_start,CDS_end,Gene number,TS,PS,cPS,uPS,iPS,Pattern,,,,,,,,
844,Ccel_1677,+,2021318,2022007,1,,0,0,0,0,,,,,,,,,
845,Ccel_1678,+,2022149,2022853,1,,0,0,0,0,,,,,,,,,
846,Ccel_1679,-,2023036,2023275,1,,0,0,0,0,,,,,,,,,
847,Ccel_1680,-,2023483,2024721,1,2024774,0,0,0,0,,,,,,,,,
848,"Ccel_1681,Ccel_1682",-,2024860,2026686,2,2026853,0,0,0,0,Up,,,,,,,,
849,"Ccel_1683,Ccel_1684,Ccel_1685",-,2026988,2029686,3,2029700,0,0,0,0,Flat,,,,,,,,
850,"Ccel_1686,Ccel_1687,Ccel_1688,Ccel_1689,Ccel_1690,Ccel_1691",-,2029692,2037344,6,,0,0,0,0,Complex,,,,,,,,
851,Ccel_1692,-,2037500,2037790,1,2037814,0,0,0,0,,,,,,,,,
852,Ccel_1693,+,2038007,2038654,1,2037937,0,0,0,0,,,,,,,,,
853,Ccel_1694,-,2038748,2038990,1,,0,0,0,0,,,,,,,,,
854,"Ccel_1695,Ccel_1696,Ccel_1697,Ccel_1698,Ccel_1699",-,2039144,2046647,5,2046675,0,0,0,0,Complex,,,,,,,,
855,Ccel_1700,-,2046714,2047268,1,,0,0,0,0,,,,,,,,,
856,Ccel_1701,+,2047425,2047853,1,2047403,0,0,0,0,,,,,,,,,
857,"Ccel_1702,Ccel_1703",-,2047877,2048856,2,,0,0,0,0,Flat,,,,,,,,
858,"Ccel_1704,Ccel_1705",-,2049005,2050470,2,,0,0,0,0,Flat,,,,,,,,
859,"Ccel_1706,Ccel_1707",-,2050666,2054098,2,,1,0,1,0,Up,,,,,,,,
860,Ccel_1708,-,2054360,2054623,1,2054708,0,0,0,0,,,,,,,,,
861,"Ccel_1709,Ccel_1710,Ccel_1711",+,2054897,2059474,3,2054888,0,0,0,0,Flat,,,,,,,,
862,Ccel_1712,-,2059607,2060479,1,,0,0,0,0,,,,,,,,,
863,"Ccel_1713,Ccel_1714",-,2060700,2062828,2,,0,0,0,0,Down,,,,,,,,
864,Ccel_1715,-,2062931,2063164,1,,0,0,0,0,,,,,,,,,
865,Ccel_1716,-,2063296,2063775,1,,0,0,0,0,,,,,,,,,
866,Ccel_1717,+,2063941,2065080,1,,0,0,0,0,,,,,,,,,
867,"Ccel_1718,Ccel_1719",-,2065134,2068206,2,2068244,0,0,0,0,Down,,,,,,,,
868,"Ccel_1720,Ccel_1721",-,2068301,2069520,2,,0,0,0,0,Up,,,,,,,,
869,"Ccel_1722,Ccel_1723",-,2069660,2071299,2,2071360,0,0,0,0,Down,,,,,,,,
870,"Ccel_1724,Ccel_1725",+,2071516,2073625,2,,0,0,0,0,Down,,,,,,,,
871,Ccel_1726,-,2073796,2075193,1,,0,0,0,0,,,,,,,,,
872,Ccel_R0041,+,2075290,2075376,1,,0,0,0,0,,,,,,,,,
873,"Ccel_1727,Ccel_1728,Ccel_1729,Ccel_1730,Ccel_1731",-,2075423,2079932,5,2080041,1,0,0,1,Complex,,,,,,,,
874,"Ccel_1732,Ccel_1733,Ccel_1734",-,2080123,2082837,3,2082856,0,0,0,0,Down,,,,,,,,
875,Ccel_1735,+,2083020,2083664,1,,0,0,0,0,,,,,,,,,
876,"Ccel_1736,Ccel_1737,Ccel_1738",-,2083736,2087257,3,2087360,1,1,0,0,Down,,,,,,,,
877,"Ccel_1739,Ccel_1740",+,2087588,2089589,2,,0,0,0,0,Up,,,,,,,,
878,Ccel_1741,-,2089603,2090169,1,,0,0,0,0,,,,,,,,,
879,Ccel_1742,+,2090314,2090799,1,2090257,0,0,0,0,,,,,,,,,
880,Ccel_1743,-,2090796,2091503,1,,0,0,0,0,,,,,,,,,
881,"Ccel_1744,Ccel_1745",-,2091675,2092698,2,,0,0,0,0,Down,,,,,,,,
882,"Ccel_1746,Ccel_1747",-,2092744,2094144,2,2094177,0,0,0,0,Flat,,,,,,,,
883,Ccel_1748,+,2094325,2094966,1,2094288,0,0,0,0,,,,,,,,,
884,"Ccel_1749,Ccel_1750",-,2094982,2097624,2,,0,0,0,0,Flat,,,,,,,,
885,Ccel_1751,-,2097733,2098617,1,,0,0,0,0,,,,,,,,,
886,"Ccel_1752,Ccel_1753,Ccel_1754,Ccel_1755",-,2098790,2101360,4,2101394,0,0,0,0,Up,,,,,,,,
887,"Ccel_1756,Ccel_1757",-,2101508,2104423,2,2104503,0,0,0,0,Up,,,,,,,,
888,Ccel_1758,-,2104543,2105550,1,,0,0,0,0,,,,,,,,,
889,Ccel_1759,-,2105886,2107517,1,,0,0,0,0,,,,,,,,,
890,"Ccel_1760,Ccel_1761,Ccel_1762",-,2107610,2110786,3,,0,0,0,0,Flat,,,,,,,,
891,"Ccel_R0042,Ccel_R0043",+,2110959,2111148,2,2110953,0,0,0,0,Flat,,,,,,,,
892,"Ccel_1763,Ccel_1764,Ccel_1765,Ccel_1766,Ccel_1767,Ccel_1768",-,2111200,2117542,6,2117675,1,0,0,1,Up,,,,,,,,
893,Ccel_R0044,+,2117852,2117936,1,,0,0,0,0,,,,,,,,,
894,"Ccel_1769,Ccel_1770",+,2118401,2122077,2,,0,0,0,0,Down,,,,,,,,
895,Ccel_1771,+,2122291,2123541,1,,0,0,0,0,,,,,,,,,
896,"Ccel_1772,Ccel_1773",-,2123548,2126436,2,2126496,0,0,0,0,Down,,,,,,,,
897,Ccel_R0045,-,2126785,2126858,1,,0,0,0,0,,,,,,,,,
898,"Ccel_1774,Ccel_1775,Ccel_1776",-,2127098,2135304,3,,0,0,0,0,Up,,,,,,,,
899,Ccel_1777,-,2135440,2135814,1,2135848,0,0,0,0,,,,,,,,,
900,Ccel_1778,-,2135900,2137618,1,,0,0,0,0,,,,,,,,,
901,Ccel_1779,+,2137741,2138667,1,2137715,0,0,0,0,,,,,,,,,
902,Ccel_1780,+,2138741,2139166,1,,0,0,0,0,,,,,,,,,
903,Ccel_1781,-,2139202,2139966,1,,0,0,0,0,,,,,,,,,
904,Ccel_1782,+,2140111,2140665,1,,0,0,0,0,,,,,,,,,
905,"Ccel_1783,Ccel_1784",+,2140750,2141632,2,,0,0,0,0,Up,,,,,,,,
906,"Ccel_1785,Ccel_1786,Ccel_1787,Ccel_1788",-,2141646,2144655,4,2144692,0,0,0,0,Up,,,,,,,,
907,"Ccel_1789,Ccel_1790,Ccel_1791,Ccel_1792,Ccel_1793",-,2144886,2148302,5,,0,0,0,0,Complex,,,,,,,,
908,"Ccel_1794,Ccel_1795,Ccel_1796,Ccel_1797,Ccel_1798,Ccel_1799,Ccel_1800",-,2148554,2155508,7,2155546,3,0,0,3,Complex,,,,,,,,
909,"Ccel_1801,Ccel_1802",-,2155703,2157448,2,,0,0,0,0,Flat,,,,,,,,
910,"Ccel_1803,Ccel_1804",-,2157535,2159279,2,,0,0,0,0,Up,,,,,,,,
911,Ccel_1805,-,2159357,2159872,1,2159909,0,0,0,0,,,,,,,,,
912,Ccel_1806,+,2160104,2160853,1,,0,0,0,0,,,,,,,,,
913,"Ccel_1807,Ccel_1808",-,2160862,2163582,2,,0,0,0,0,Down,,,,,,,,
914,Ccel_1809,-,2163792,2164742,1,,0,0,0,0,,,,,,,,,
915,Ccel_1810,-,2165193,2166476,1,2166622,0,0,0,0,,,,,,,,,
916,"Ccel_1811,Ccel_1812,Ccel_1813,Ccel_1814,Ccel_1815,Ccel_1816,Ccel_1817,Ccel_1818",-,2166675,2175405,8,,0,0,0,0,Complex,,,,,,,,
917,Ccel_1819,-,2175471,2176270,1,,0,0,0,0,,,,,,,,,
918,Ccel_1820,-,2176828,2177292,1,,0,0,0,0,,,,,,,,,
919,Ccel_1821,+,2177909,2178955,1,,0,0,0,0,,,,,,,,,
920,Ccel_1822,-,2179171,2179539,1,,0,0,0,0,,,,,,,,,
921,"Ccel_1823,Ccel_1824",-,2179709,2180853,2,,0,0,0,0,Down,,,,,,,,
922,Ccel_1825,-,2180919,2181212,1,,0,0,0,0,,,,,,,,,
923,"Ccel_1826,Ccel_1827",-,2181290,2182887,2,,0,0,0,0,Flat,,,,,,,,
924,"Ccel_1828,Ccel_1829",+,2182980,2184124,2,,0,0,0,0,Up,,,,,,,,
925,Ccel_1830,-,2184187,2184351,1,2184363,0,0,0,0,,,,,,,,,
926,"Ccel_1831,Ccel_1832",+,2185189,2187125,2,2185161,0,0,0,0,Down,,,,,,,,
927,"Ccel_1834,Ccel_1835",+,2188302,2188990,2,,0,0,0,0,Down,,,,,,,,
928,Ccel_1836,+,2189066,2190655,1,,0,0,0,0,,,,,,,,,
929,Ccel_1837,-,2191601,2192692,1,,0,0,0,0,,,,,,,,,
930,Ccel_1838,-,2193208,2194254,1,,0,0,0,0,,,,,,,,,
931,"Ccel_1839,Ccel_1840",-,2194342,2195545,2,,0,0,0,0,Flat,,,,,,,,
932,"Ccel_1841,Ccel_1842,Ccel_1843,Ccel_1844,Ccel_1845,Ccel_1846,Ccel_1847",-,2195627,2198825,7,,0,0,0,0,Complex,,,,,,,,
933,"Ccel_1848,Ccel_1849",+,2198987,2201139,2,,0,0,0,0,Flat,,,,,,,,
934,Ccel_R0046,-,2201311,2201386,1,,0,0,0,0,,,,,,,,,
935,Ccel_1850,+,2201539,2202585,1,,0,0,0,0,,,,,,,,,
936,Ccel_1851,-,2202759,2203583,1,2203609,0,0,0,0,,,,,,,,,
937,"Ccel_1852,Ccel_1853",-,2203724,2204682,2,,0,0,0,0,Down,,,,,,,,
938,"Ccel_1854,Ccel_1855",-,2204858,2208757,2,,0,0,0,0,Up,,,,,,,,
939,Ccel_1856,+,2209222,2209725,1,,0,0,0,0,,,,,,,,,
940,Ccel_1857,-,2209726,2211132,1,,0,0,0,0,,,,,,,,,
941,"Ccel_1858,Ccel_1859",+,2211367,2212835,2,,0,0,0,0,Down,,,,,,,,
942,"Ccel_1860,Ccel_1861",-,2212905,2215758,2,,0,0,0,0,Flat,,,,,,,,
943,Ccel_1862,-,2215855,2217519,1,,0,0,0,0,,,,,,,,,
944,"Ccel_1863,Ccel_1864",-,2217877,2219699,2,2219745,0,0,0,0,Up,,,,,,,,
945,Ccel_R0047,+,2219951,2220026,1,,0,0,0,0,,,,,,,,,
946,Ccel_1865,-,2220110,2220979,1,,0,0,0,0,,,,,,,,,
947,Ccel_1866,-,2221290,2221928,1,2222005,0,0,0,0,,,,,,,,,
948,Ccel_R0048,+,2222891,2222966,1,,0,0,0,0,,,,,,,,,
949,"Ccel_1867,Ccel_1868,Ccel_1869",-,2223015,2224621,3,,0,0,0,0,Flat,,,,,,,,
950,Ccel_1870,+,2224850,2225329,1,2224799,0,0,0,0,,,,,,,,,
951,Ccel_1871,-,2225337,2225786,1,,0,0,0,0,,,,,,,,,
952,Ccel_1872,+,2226072,2226806,1,,0,0,0,0,,,,,,,,,
953,Ccel_1873,-,2226813,2227205,1,,0,0,0,0,,,,,,,,,
954,Ccel_R0049,-,2227334,2227411,1,,0,0,0,0,,,,,,,,,
955,Ccel_1874,-,2227519,2227746,1,2227769,0,0,0,0,,,,,,,,,
956,Ccel_1875,-,2228130,2228300,1,2228359,0,0,0,0,,,,,,,,,
957,Ccel_1876,-,2228426,2229571,1,,0,0,0,0,,,,,,,,,
958,Ccel_1877,+,2229916,2230986,1,,0,0,0,0,,,,,,,,,
959,Ccel_1878,+,2231102,2232376,1,,0,0,0,0,,,,,,,,,
960,"Ccel_1879,Ccel_1880,Ccel_1881,Ccel_1882",-,2232368,2235971,4,2236011,0,0,0,0,Complex,,,,,,,,
961,Ccel_1883,+,2236238,2236426,1,2236177,0,0,0,0,,,,,,,,,
962,Ccel_1884,+,2236769,2237449,1,,0,0,0,0,,,,,,,,,
963,"Ccel_1885,Ccel_1886,Ccel_1887,Ccel_1888,Ccel_1889",-,2237446,2244904,5,2244942,0,0,0,0,Complex,,,,,,,,
964,Ccel_1890,-,2245123,2246688,1,,0,0,0,0,,,,,,,,,
965,"Ccel_1891,Ccel_1892",-,2246760,2248972,2,2249005,0,0,0,0,Flat,,,,,,,,
966,Ccel_1893,-,2249189,2249524,1,2249541,0,0,0,0,,,,,,,,,
967,Ccel_1894,-,2249691,2250536,1,2250662,0,0,0,0,,,,,,,,,
968,Ccel_1895,-,2250813,2252138,1,,0,0,0,0,,,,,,,,,
969,"Ccel_1896,Ccel_1897,Ccel_1898,Ccel_1899,Ccel_1900,Ccel_1901",-,2252369,2258859,6,,0,0,0,0,Complex,,,,,,,,
970,"Ccel_1902,Ccel_1903,Ccel_1904,Ccel_1905,Ccel_1906,Ccel_1907",-,2259602,2263279,6,2263348,0,0,0,0,Complex,,,,,,,,
971,Ccel_1908,-,2263443,2263826,1,2263877,0,0,0,0,,,,,,,,,
972,Ccel_1909,-,2264067,2264648,1,,0,0,0,0,,,,,,,,,
973,"Ccel_1910,Ccel_1911,Ccel_1912,Ccel_1913,Ccel_1914,Ccel_1915,Ccel_1916",-,2264775,2269529,7,,0,0,0,0,Complex,,,,,,,,
974,"Ccel_1917,Ccel_1918,Ccel_1919,Ccel_1920",-,2269730,2272056,4,2272085,0,0,0,0,Down,,,,,,,,
975,"Ccel_1921,Ccel_1922",-,2272268,2273265,2,2273321,0,0,0,0,Down,,,,,,,,
976,"Ccel_1923,Ccel_1924,Ccel_1925,Ccel_1926",-,2273419,2277478,4,,0,0,0,0,Complex,,,,,,,,
977,Ccel_1927,+,2277614,2278411,1,,0,0,0,0,,,,,,,,,
978,"Ccel_1928,Ccel_1929",-,2278455,2280281,2,,0,0,0,0,Up,,,,,,,,
979,"Ccel_1930,Ccel_1931,Ccel_1932,Ccel_1933",-,2280416,2283724,4,2283807,1,1,0,0,Complex,,,,,,,,
980,"Ccel_1934,Ccel_1935,Ccel_1936",-,2283884,2285755,3,,0,0,0,0,Flat,,,,,,,,
981,"Ccel_1937,Ccel_1938",-,2285772,2288873,2,2288918,0,0,0,0,Down,,,,,,,,
982,Ccel_1939,-,2288991,2289536,1,,0,0,0,0,,,,,,,,,
983,Ccel_1940,-,2289688,2292144,1,,0,0,0,0,,,,,,,,,
984,Ccel_1941,-,2292393,2294201,1,2294267,0,0,0,0,,,,,,,,,
985,Ccel_1942,-,2294339,2295781,1,2295812,0,0,0,0,,,,,,,,,
986,Ccel_1943,-,2295877,2296158,1,,0,0,0,0,,,,,,,,,
987,Ccel_1944,-,2296247,2297470,1,,0,0,0,0,,,,,,,,,
988,"Ccel_1945,Ccel_1946,Ccel_1947",-,2298025,2305483,3,,0,0,0,0,Down,,,,,,,,
989,"Ccel_1948,Ccel_1949,Ccel_1950,Ccel_1951,Ccel_1952",-,2305871,2311241,5,2311274,0,0,0,0,Complex,,,,,,,,
990,"Ccel_1953,Ccel_1954,Ccel_1955",-,2311338,2316519,3,,0,0,0,0,Up,,,,,,,,
991,Ccel_1956,-,2316649,2317539,1,,0,0,0,0,,,,,,,,,
992,Ccel_1957,-,2317779,2318312,1,,0,0,0,0,,,,,,,,,
993,Ccel_1958,+,2318470,2318697,1,2318446,0,0,0,0,,,,,,,,,
994,Ccel_1959,+,2319043,2319513,1,2319016,0,0,0,0,,,,,,,,,
995,Ccel_1960,+,2319623,2321836,1,,0,0,0,0,,,,,,,,,
996,Ccel_1961,+,2321999,2322148,1,,0,0,0,0,,,,,,,,,
997,"Ccel_1962,Ccel_1963",+,2322311,2324147,2,,0,0,0,0,Down,,,,,,,,
998,"Ccel_1964,Ccel_1965",+,2324270,2327247,2,,0,0,0,0,Flat,,,,,,,,
999,"Ccel_1966,Ccel_1967,Ccel_1968,Ccel_1969,Ccel_1970,Ccel_1971",-,2327309,2333027,6,,0,0,0,0,Complex,,,,,,,,
1000,Ccel_1972,-,2333201,2334706,1,2334724,0,0,0,0,,,,,,,,,
1001,Ccel_1973,-,2334880,2335086,1,2335176,0,0,0,0,,,,,,,,,
1002,Ccel_1974,-,2335319,2336212,1,,0,0,0,0,,,,,,,,,
1003,Ccel_R0050,+,2336432,2336514,1,,0,0,0,0,,,,,,,,,
1004,Ccel_1975,+,2336938,2338302,1,2336933,0,0,0,0,,,,,,,,,
1005,"Ccel_1976,Ccel_1977",-,2338384,2341133,2,,0,0,0,0,Down,,,,,,,,
1006,Ccel_1978,-,2341223,2342230,1,,0,0,0,0,,,,,,,,,
1007,Ccel_1979,+,2342482,2342739,1,2342389,0,0,0,0,,,,,,,,,
1008,Ccel_1980,-,2342792,2343934,1,,0,0,0,0,,,,,,,,,
1009,Ccel_1981,+,2344037,2345404,1,2344012,0,0,0,0,,,,,,,,,
1010,"Ccel_1982,Ccel_1983,Ccel_1984,Ccel_1985,Ccel_1986,Ccel_1987",-,2345505,2354089,6,,1,0,0,1,Up,,,,,,,,
1011,"Ccel_1988,Ccel_1989,Ccel_1990,Ccel_1991,Ccel_1992,Ccel_1993",-,2354358,2359845,6,,0,0,0,0,Down,,,,,,,,
1012,Ccel_1994,-,2359907,2360884,1,,0,0,0,0,,,,,,,,,
1013,"Ccel_1995,Ccel_1996,Ccel_1997,Ccel_1998",-,2360944,2363653,4,,0,0,0,0,Complex,,,,,,,,
1014,Ccel_1999,-,2363771,2363956,1,,0,0,0,0,,,,,,,,,
1015,Ccel_2000,+,2364301,2364525,1,2364282,0,0,0,0,,,,,,,,,
1016,Ccel_2001,-,2364565,2365497,1,,0,0,0,0,,,,,,,,,
1017,Ccel_2002,+,2365795,2365875,1,,0,0,0,0,,,,,,,,,
1018,"Ccel_2003,Ccel_2004,Ccel_2005,Ccel_2006",-,2365966,2369493,4,,0,0,0,0,Up,,,,,,,,
1019,"Ccel_2007,Ccel_2008",+,2369950,2371435,2,,0,0,0,0,Down,,,,,,,,
1020,Ccel_2009,-,2371484,2371837,1,,0,0,0,0,,,,,,,,,
1021,"Ccel_2010,Ccel_2011",+,2371904,2373048,2,,0,0,0,0,Up,,,,,,,,
1022,Ccel_2012,-,2373103,2374347,1,2374362,0,0,0,0,,,,,,,,,
1023,Ccel_2013,+,2374548,2375168,1,2374523,0,0,0,0,,,,,,,,,
1024,"Ccel_2014,Ccel_2015,Ccel_2016",-,2375275,2377584,3,,0,0,0,0,Flat,,,,,,,,
1025,Ccel_2017,-,2377760,2378671,1,,0,0,0,0,,,,,,,,,
1026,Ccel_R0051,-,2378987,2379073,1,,0,0,0,0,,,,,,,,,
1027,"Ccel_2018,Ccel_2019,Ccel_2020,Ccel_2021",-,2379161,2382171,4,,0,0,0,0,Complex,,,,,,,,
1028,"Ccel_2022,Ccel_2023,Ccel_2024,Ccel_2025,Ccel_2026,Ccel_2027,Ccel_2028",-,2382182,2388295,7,,1,1,0,0,Complex,,,,,,,,
1029,"Ccel_2029,Ccel_2030,Ccel_2031,Ccel_2032,Ccel_2033,Ccel_2034,Ccel_2035,Ccel_2036,Ccel_2037,Ccel_2038,Ccel_2039,Ccel_2040,Ccel_2041",-,2388471,2399850,13,,3,2,0,1,Complex,,,,,,,,
1030,Ccel_2042,-,2399980,2401344,1,2401422,0,0,0,0,,,,,,,,,
1031,"Ccel_2043,Ccel_2044,Ccel_2045,Ccel_2046,Ccel_2047,Ccel_2048,Ccel_2049,Ccel_2050,Ccel_2051,Ccel_2052,Ccel_2053,Ccel_2054",-,2401446,2411743,12,2411779,0,0,0,0,Complex,,,,,,,,
1032,Ccel_2055,-,2411881,2413191,1,2413248,0,0,0,0,,,,,,,,,
1033,Ccel_2056,-,2413347,2415467,1,2415506,0,0,0,0,,,,,,,,,
1034,"Ccel_2057,Ccel_2058",-,2415617,2418282,2,,0,0,0,0,Up,,,,,,,,
1035,Ccel_2059,-,2418478,2418942,1,2418979,0,0,0,0,,,,,,,,,
1036,"Ccel_2060,Ccel_2061,Ccel_2062,Ccel_2063",-,2419035,2421968,4,,0,0,0,0,Up,,,,,,,,
1037,Ccel_2064,-,2422211,2423353,1,2423449,0,0,0,0,,,,,,,,,
1038,Ccel_2065,-,2423511,2424755,1,,0,0,0,0,,,,,,,,,
1039,"Ccel_2066,Ccel_2067",-,2424808,2426049,2,,0,0,0,0,Flat,,,,,,,,
1040,"Ccel_2069,Ccel_2070",+,2427161,2429313,2,,0,0,0,0,Flat,,,,,,,,
1041,Ccel_2071,+,2429744,2430757,1,,0,0,0,0,,,,,,,,,
1042,Ccel_2072,-,2430828,2431175,1,2431205,0,0,0,0,,,,,,,,,
1043,"Ccel_2073,Ccel_2074,Ccel_2075,Ccel_2076,Ccel_2077",-,2431233,2436889,5,,0,0,0,0,Complex,,,,,,,,
1044,"Ccel_2078,Ccel_2079",-,2437671,2438150,2,,0,0,0,0,Down,,,,,,,,
1045,Ccel_2080,+,2438409,2439752,1,2438342,0,0,0,0,,,,,,,,,
1046,Ccel_2081,-,2439814,2441040,1,,0,0,0,0,,,,,,,,,
1047,"Ccel_2082,Ccel_2083",-,2441368,2442658,2,2442734,0,0,0,0,Flat,,,,,,,,
1048,"Ccel_2084,Ccel_2085",+,2442982,2444066,2,,0,0,0,0,Flat,,,,,,,,
1049,Ccel_2086,-,2444069,2445076,1,,0,0,0,0,,,,,,,,,
1050,Ccel_R0052,-,2445207,2445283,1,,0,0,0,0,,,,,,,,,
1051,"Ccel_2087,Ccel_2088,Ccel_2089,Ccel_2090,Ccel_2091,Ccel_2092",-,2445332,2449805,6,,0,0,0,0,Complex,,,,,,,,
1052,"Ccel_2093,Ccel_2094",-,2449935,2450596,2,2450702,0,0,0,0,Down,,,,,,,,
1053,"Ccel_2095,Ccel_2096",-,2450803,2453815,2,,0,0,0,0,Up,,,,,,,,
1054,Ccel_2097,-,2454156,2454821,1,,0,0,0,0,,,,,,,,,
1055,Ccel_2098,+,2455014,2456216,1,,1,1,0,0,,,,,,,,,
1056,Ccel_2099,+,2456288,2456707,1,2456247,0,0,0,0,,,,,,,,,
1057,Ccel_2100,-,2456773,2458803,1,,0,0,0,0,,,,,,,,,
1058,Ccel_2101,-,2458887,2459828,1,,0,0,0,0,,,,,,,,,
1059,"Ccel_2102,Ccel_2103",-,2459973,2461785,2,2461792,0,0,0,0,Up,,,,,,,,
1060,"Ccel_2104,Ccel_2105,Ccel_2106,Ccel_2107",+,2462064,2466090,4,2462039,0,0,0,0,Complex,,,,,,,,
1061,Ccel_2108,-,2466252,2466716,1,,0,0,0,0,,,,,,,,,
1062,"Ccel_2109,Ccel_2110,Ccel_2111,Ccel_2112",-,2466969,2473329,4,,3,0,1,2,Complex,,,,,,,,
1063,"Ccel_2113,Ccel_2114,Ccel_2115",-,2473665,2478495,3,2478555,0,0,0,0,Flat,,,,,,,,
1064,Ccel_2116,-,2478696,2481041,1,,1,1,0,0,,,,,,,,,
1065,"Ccel_2117,Ccel_2118",-,2481348,2482962,2,2482994,0,0,0,0,Flat,,,,,,,,
1066,Ccel_2119,-,2483235,2486063,1,2486099,0,0,0,0,,,,,,,,,
1067,Ccel_2120,+,2486447,2486992,1,,0,0,0,0,,,,,,,,,
1068,"Ccel_2122,Ccel_2123,Ccel_2124",-,2487344,2490558,3,,0,0,0,0,Complex,,,,,,,,
1069,Ccel_2125,+,2490869,2492164,1,2490743,0,0,0,0,,,,,,,,,
1070,"Ccel_2126,Ccel_2127",-,2492179,2492894,2,2493055,0,0,0,0,Up,,,,,,,,
1071,Ccel_2128,+,2494840,2495547,1,2494672,0,0,0,0,,,,,,,,,
1072,"Ccel_2129,Ccel_2130,Ccel_2131,Ccel_2132",-,2495643,2500080,4,,0,0,0,0,Complex,,,,,,,,
1073,Ccel_2133,-,2500335,2500799,1,,0,0,0,0,,,,,,,,,
1074,"Ccel_2134,Ccel_2135",-,2501011,2501734,2,2501764,0,0,0,0,Up,,,,,,,,
1075,"Ccel_2136,Ccel_2137",-,2501858,2504093,2,,0,0,0,0,Flat,,,,,,,,
1076,Ccel_2138,+,2504474,2506075,1,2504405,0,0,0,0,,,,,,,,,
1077,"Ccel_2139,Ccel_2140",+,2506212,2508928,2,,0,0,0,0,Down,,,,,,,,
1078,Ccel_2142,-,2510522,2510701,1,,0,0,0,0,,,,,,,,,
1079,Ccel_2143,+,2510829,2512343,1,,0,0,0,0,,,,,,,,,
1080,Ccel_2144,-,2512447,2512845,1,,0,0,0,0,,,,,,,,,
1081,"Ccel_2145,Ccel_2146",-,2512909,2515374,2,,0,0,0,0,Flat,,,,,,,,
1082,"Ccel_2147,Ccel_2148,Ccel_2149",+,2515714,2518031,3,,0,0,0,0,Down,,,,,,,,
1083,"Ccel_2150,Ccel_2151",-,2518258,2519625,2,,0,0,0,0,Up,,,,,,,,
1084,"Ccel_2152,Ccel_2153",-,2519644,2524486,2,,0,0,0,0,Down,,,,,,,,
1085,"Ccel_2154,Ccel_2155",-,2525335,2526755,2,,0,0,0,0,Flat,,,,,,,,
1086,Ccel_2156,-,2526843,2527778,1,,0,0,0,0,,,,,,,,,
1087,"Ccel_2157,Ccel_2158,Ccel_2159",-,2527897,2530397,3,,1,1,0,0,Down,,,,,,,,
1088,"Ccel_2160,Ccel_2161",-,2530847,2532846,2,2532878,0,0,0,0,Up,,,,,,,,
1089,Ccel_2162,-,2533033,2534343,1,,0,0,0,0,,,,,,,,,
1090,Ccel_2163,-,2534677,2534772,1,,0,0,0,0,,,,,,,,,
1091,"Ccel_2164,Ccel_2165,Ccel_2166,Ccel_2167,Ccel_2168,Ccel_2169",-,2534937,2539607,6,2539646,1,0,0,1,Complex,,,,,,,,
1092,"Ccel_2170,Ccel_2171,Ccel_2172",-,2539707,2543086,3,,0,0,0,0,Complex,,,,,,,,
1093,Ccel_R0053,+,2543223,2543298,1,,0,0,0,0,,,,,,,,,
1094,"Ccel_2173,Ccel_2174",+,2543503,2545070,2,2543475,0,0,0,0,Up,,,,,,,,
1095,"Ccel_2175,Ccel_2176,Ccel_2177",-,2545205,2549349,3,2549422,0,0,0,0,Down,,,,,,,,
1096,Ccel_2178,-,2549674,2550823,1,,0,0,0,0,,,,,,,,,
1097,Ccel_2179,+,2551002,2552249,1,,0,0,0,0,,,,,,,,,
1098,"Ccel_2180,Ccel_2181,Ccel_2182,Ccel_2183,Ccel_2184,Ccel_2185",-,2552340,2558985,6,,0,0,0,0,Complex,,,,,,,,
1099,"Ccel_2186,Ccel_2187",-,2559150,2560603,2,,0,0,0,0,Down,,,,,,,,
1100,Ccel_2188,+,2560995,2562644,1,,1,0,1,0,,,,,,,,,
1101,Ccel_2189,-,2562773,2563813,1,,0,0,0,0,,,,,,,,,
1102,Ccel_2190,-,2564058,2565182,1,2565249,0,0,0,0,,,,,,,,,
1103,Ccel_2191,+,2565453,2566163,1,,0,0,0,0,,,,,,,,,
1104,"Ccel_2192,Ccel_2193,Ccel_2194",-,2566166,2567678,3,,0,0,0,0,Complex,,,,,,,,
1105,Ccel_2195,-,2567794,2568633,1,,0,0,0,0,,,,,,,,,
1106,"Ccel_2196,Ccel_2197,Ccel_2198",-,2568830,2572003,3,,0,0,0,0,Complex,,,,,,,,
1107,"Ccel_2199,Ccel_2200",-,2572167,2573311,2,,0,0,0,0,Down,,,,,,,,
1108,Ccel_2201,+,2573771,2574082,1,2573721,0,0,0,0,,,,,,,,,
1109,"Ccel_2202,Ccel_2203,Ccel_2204,Ccel_2205,Ccel_2206",-,2574335,2580178,5,2580197,0,0,0,0,Complex,,,,,,,,
1110,"Ccel_2207,Ccel_2208,Ccel_2209",-,2580247,2582741,3,,0,0,0,0,Down,,,,,,,,
1111,Ccel_2210,-,2583169,2583609,1,,0,0,0,0,,,,,,,,,
1112,Ccel_2211,-,2583765,2584091,1,2584139,0,0,0,0,,,,,,,,,
1113,"Ccel_2212,Ccel_2213",-,2584174,2586275,2,,0,0,0,0,Flat,,,,,,,,
1114,Ccel_2214,-,2586461,2586829,1,,0,0,0,0,,,,,,,,,
1115,Ccel_2215,+,2587053,2589614,1,2587015,0,0,0,0,,,,,,,,,
