start	end	strand	product_accession	Product	Locus	feature_interval_length	product_length
2236238	2236426	+	ACL76231.1	ribosomal protein L28	Ccel_1883	189	62
899032	899235	+	ACL75144.1	ribosomal protein L29	Ccel_0766	204	67
894517	895155	+	ACL75136.1	ribosomal protein L3	Ccel_0758	639	212
903175	903354	+	ACL75154.1	ribosomal protein L30	Ccel_0776	180	59
3913377	3913586	-	ACL77664.1	ribosomal protein L31	Ccel_3375	210	69
2501011	2501193	-	ACL76478.1	ribosomal protein L32	Ccel_2134	183	60
353647	353796	+	ACL74692.1	ribosomal protein L33	Ccel_0305	150	49
4068088	4068222	-	ACL77778.1	ribosomal protein L34	Ccel_3491	135	44
1616279	1616476	+	ACL75666.1	ribosomal protein L35	Ccel_1312	198	65
907375	907488	+	ACL75161.1	ribosomal protein L36	Ccel_0783	114	37
895180	895803	+	ACL75137.1	ribosomal protein L4/L1e	Ccel_0759	624	207
900424	900966	+	ACL75148.1	ribosomal protein L5	Ccel_0770	543	180
901703	902254	+	ACL75151.1	ribosomal protein L6 signature 1	Ccel_0773	552	183
356873	357256	+	ACL74698.1	ribosomal protein L7/L12	Ccel_0311	384	127
365219	365461	+	ACL74701.1	ribosomal protein L7Ae/L30e/S12e/Gadd45	Ccel_0314	243	80
522857	523195	+	ACL74838.1	ribosomal protein L7Ae/L30e/S12e/Gadd45	Ccel_0456	339	112
95349	95795	+	ACL74469.1	ribosomal protein L9	Ccel_0081	447	148
894101	894412	+	ACL75135.1	ribosomal protein S10	Ccel_0757	312	103
908114	908518	+	ACL75163.1	ribosomal protein S11	Ccel_0785	405	134
365540	365968	+	ACL74702.1	ribosomal protein S12	Ccel_0315	429	142
907724	908092	+	ACL75162.1	ribosomal protein S13	Ccel_0784	369	122
900982	901167	+	ACL75149.1	ribosomal protein S14	Ccel_0771	186	61
2054360	2054623	-	ACL76059.1	ribosomal protein S15	Ccel_1708	264	87
822000	822245	+	ACL75089.1	ribosomal protein S16	Ccel_0710	246	81
899358	899615	+	ACL75145.1	ribosomal protein S17	Ccel_0767	258	85
65010	65303	+	ACL74445.1	ribosomal protein S18	Ccel_0057	294	97
90250	90540	+	ACL74463.1	ribosomal protein S18	Ccel_0075	291	96
897095	897376	+	ACL75140.1	ribosomal protein S19	Ccel_0762	282	93
507604	508362	+	ACL74824.1	ribosomal protein S2	Ccel_0442	759	252
2342482	2342739	+	ACL76327.1	ribosomal protein S20	Ccel_1979	258	85
2450420	2450596	-	ACL76439.1	ribosomal protein S21	Ccel_2094	177	58
897937	898605	+	ACL75142.1	ribosomal protein S3	Ccel_0764	669	222
908549	909175	+	ACL75164.1	ribosomal protein S4	Ccel_0786	627	208
902659	903162	+	ACL75153.1	ribosomal protein S5	Ccel_0775	504	167
63997	64281	+	ACL74443.1	ribosomal protein S6	Ccel_0055	285	94
366193	366663	+	ACL74703.1	ribosomal protein S7	Ccel_0316	471	156
901192	901587	+	ACL75150.1	ribosomal protein S8	Ccel_0772	396	131
915715	916107	+	ACL75173.1	ribosomal protein S9	Ccel_0795	393	130
920975	921427	+	ACL75179.1	ribosomal-protein-alanine acetyltransferase	Ccel_0801	453	150
510074	510631	+	ACL74827.1	ribosome recycling factor	Ccel_0445	558	185
1871826	1872743	+	ACL75888.1	ribosome small subunit-dependent GTPase A	Ccel_1536	918	305
526895	527248	+	ACL74840.1	ribosome-binding factor A	Ccel_0458	354	117
1872740	1873408	+	ACL75889.1	ribulose-phosphate 3-epimerase	Ccel_1537	669	222
3056289	3057527	-	ACL76858.1	Ricin B lectin	Ccel_2530	1239	412
699556	701124	+	ACL74986.1	RNA binding metal dependent phosphohydrolase	Ccel_0605	1569	522
407009	409165	+	ACL74739.1	RNA binding S1 domain protein	Ccel_0354	2157	718
3617834	3618268	-	ACL77372.1	RNA binding S1 domain protein	Ccel_3080	435	144
2038748	2038990	-	ACL76045.1	RNA chaperone Hfq	Ccel_1694	243	80
2541671	2543086	-	ACL76514.1	"RNA methylase, NOL1/NOP2/sun family"	Ccel_2172	1416	471
3419162	3420544	-	ACL77162.1	"RNA methyltransferase, TrmA family"	Ccel_2868	1383	460
1745889	1746698	+	ACL75791.1	"RNA methyltransferase, TrmH family, group 3"	Ccel_1437	810	269
3863373	3864320	-	ACL77609.1	"RNA methyltransferase, TrmH family, group 3"	Ccel_3320	948	315
2045211	2046647	-	ACL76050.1	"RNA modification enzyme, MiaB family"	Ccel_1699	1437	478
2619292	2620656	-	ACL76583.1	"RNA modification enzyme, MiaB family"	Ccel_2241	1365	454
1806160	1806510	-	ACL75843.1	RNA polymerase subunit sigma24	Ccel_1490	351	116
2382182	2382946	-	ACL76368.1	"RNA polymerase, sigma 28 subunit, FliA/WhiG"	Ccel_2022	765	254
452033	452782	+	ACL74785.1	"RNA polymerase, sigma 28 subunit, Sig B/F/G subfamily"	Ccel_0400	750	249
2420297	2421028	-	ACL76408.1	"RNA polymerase, sigma 28 subunit, SigE"	Ccel_2062	732	243
2664241	2664990	-	ACL76621.1	"RNA polymerase, sigma 28 subunit, SigF"	Ccel_2284	750	249
2419387	2420160	-	ACL76407.1	"RNA polymerase, sigma 28 subunit, SigG"	Ccel_2061	774	257
2087588	2088346	+	ACL76090.1	"RNA polymerase, sigma 28 subunit, SigI"	Ccel_1739	759	252
627725	628804	+	ACL74923.1	"RNA polymerase, sigma 70 subunit, RpoD subfamily"	Ccel_0541	1080	359
258304	258846	-	ACL74615.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_0228	543	180
428407	428976	+	ACL74760.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_0375	570	189
923982	924536	+	ACL75181.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_0803	555	184
1103078	1103632	+	ACL75293.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_0927	555	184
2195627	2196319	-	ACL76189.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_1841	693	230
2436296	2436889	-	ACL76422.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_2077	594	197
2543503	2543985	+	ACL76515.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_2173	483	160
3174599	3175111	-	ACL76962.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_2635	513	170
3294953	3295345	-	ACL77043.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_2734	393	130
3846891	3847319	-	ACL77589.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_3300	429	142
3862595	3863239	-	ACL77608.1	"RNA polymerase, sigma-24 subunit, ECF subfamily"	Ccel_3319	645	214
2726	2941	+	ACL74391.1	RNA-binding S4 domain protein	Ccel_0003	216	71
690145	690927	+	ACL74980.1	RNA-binding S4 domain protein	Ccel_0599	783	260
3619722	3619961	-	ACL77376.1	RNA-binding S4 domain protein	Ccel_3084	240	79
3312394	3314250	-	ACL77056.1	RNA-directed DNA polymerase (Reverse transcriptase)	Ccel_2751	1857	618
2105886	2107517	-	ACL76110.1	RNA-metabolising metallo-beta-lactamase	Ccel_1759	1632	543
3084177	3085037	-	ACL76890.1	rod shape-determining protein MreC	Ccel_2562	861	286
3083668	3084180	-	ACL76889.1	rod shape-determining protein MreD	Ccel_2561	513	170
543306	544442	+	ACL74856.1	rod shape-determining protein RodA	Ccel_0474	1137	378
809744	810721	+	ACL75079.1	ROK family protein	Ccel_0700	978	325
2006327	2007325	-	ACL76014.1	ROK family protein	Ccel_1663	999	332
2564058	2565182	-	ACL76532.1	ROK family protein	Ccel_2190	1125	374
3992304	3993503	-	ACL77718.1	ROK family protein	Ccel_3430	1200	399
3412350	3412673	-	ACL77154.1	"rRNA biogenesis protein rrp5, putative"	Ccel_2860	324	107
3898733	3898891	-	ACL77646.1	Rubredoxin-type Fe(Cys)4 protein	Ccel_3357	159	52
1069856	1070440	+	ACL75265.1	Rubrerythrin	Ccel_0893	585	194
1080114	1080659	+	ACL75274.1	Rubrerythrin	Ccel_0902	546	181
1432737	1433369	+	ACL75525.1	Rubrerythrin	Ccel_1168	633	210
2224082	2224621	-	ACL76217.1	Rubrerythrin	Ccel_1869	540	179
2140111	2140665	+	ACL76133.1	rubrerythrin family protein	Ccel_1782	555	184
1385865	1387064	+	ACL75486.1	Saccharopine dehydrogenase	Ccel_1128	1200	399
1344870	1345289	+	ACL75451.1	S-adenosylmethionine decarboxylase proenzyme	Ccel_1092	420	139
102061	103251	+	ACL74475.1	S-adenosylmethionine synthetase	Ccel_0087	1191	396
3397422	3398606	-	ACL77137.1	S-adenosylmethionine synthetase	Ccel_2843	1185	394
616871	617893	+	ACL74911.1	S-adenosylmethionine/tRNA-ribosyltransferase-isomerase	Ccel_0529	1023	340
545124	546065	+	ACL74858.1	S-adenosyl-methyltransferase MraW	Ccel_0476	942	313
128517	129173	+	ACL74500.1	SAF domain protein	Ccel_0112	657	218
3337791	3338675	-	ACL77076.1	SAF domain protein	Ccel_2778	885	294
2539707	2540876	-	ACL76512.1	SAM dependent methyltransferase	Ccel_2170	1170	389
399663	400448	+	ACL74732.1	SCP-like extracellular	Ccel_0346	786	261
1730385	1731371	-	ACL75780.1	SCP-like extracellular	Ccel_1426	987	328
2650644	2652953	-	ACL76608.1	SecA DEAD domain protein	Ccel_2271	2310	769
82681	84462	+	ACL74459.1	SEC-C motif domain protein	Ccel_0071	1782	593
3097273	3097767	-	ACL76900.1	SEC-C motif domain protein	Ccel_2572	495	164
2218524	2219699	-	ACL76212.1	Sensor DegS domain protein	Ccel_1864	1176	391
3618389	3618667	-	ACL77373.1	Septum formation initiator	Ccel_3081	279	92
3080792	3081481	-	ACL76887.1	septum site-determining protein MinC	Ccel_2559	690	229
3079822	3080622	-	ACL76886.1	septum site-determining protein MinD	Ccel_2558	801	266
3868275	3869006	-	ACL77614.1	serine O-acetyltransferase	Ccel_3325	732	243
126931	128511	+	ACL74499.1	serine/threonine protein kinase	Ccel_0111	1581	526
1869929	1871812	+	ACL75887.1	serine/threonine protein kinase with PASTA sensor(s)	Ccel_1535	1884	627
3713871	3715148	-	ACL77473.1	seryl-tRNA synthetase	Ccel_3183	1278	425
950124	950450	+	ACL75207.1	SH3 type 3 domain protein	Ccel_0830	327	108
2249189	2249524	-	ACL76241.1	SH3 type 3 domain protein	Ccel_1893	336	111
767913	768797	+	ACL75043.1	shikimate 5-dehydrogenase	Ccel_0663	885	294
423954	424457	+	ACL74757.1	shikimate kinase	Ccel_0372	504	167
2926715	2927218	-	ACL76756.1	shikimate kinase	Ccel_2426	504	167
2654719	2655906	-	ACL76610.1	short-chain alcohol dehydrogenase	Ccel_2273	1188	395
735742	736452	-	ACL75019.1	short-chain dehydrogenase/reductase SDR	Ccel_0638	711	236
1048065	1048802	+	ACL75244.1	short-chain dehydrogenase/reductase SDR	Ccel_0872	738	245
1089200	1089940	+	ACL75282.1	short-chain dehydrogenase/reductase SDR	Ccel_0911	741	246
1284805	1285509	+	ACL75394.1	short-chain dehydrogenase/reductase SDR	Ccel_1032	705	234
1436903	1437673	-	ACL75530.1	short-chain dehydrogenase/reductase SDR	Ccel_1173	771	256
1487385	1488146	-	ACL75571.1	short-chain dehydrogenase/reductase SDR	Ccel_1214	762	253
1977912	1978679	-	ACL75992.1	short-chain dehydrogenase/reductase SDR	Ccel_1641	768	255
2016188	2017039	-	ACL76024.1	short-chain dehydrogenase/reductase SDR	Ccel_1673	852	283
2447683	2448423	-	ACL76434.1	short-chain dehydrogenase/reductase SDR	Ccel_2089	741	246
3152665	3153432	-	ACL76946.1	short-chain dehydrogenase/reductase SDR	Ccel_2618	768	255
932762	934444	+	ACL75190.1	Sigma 54 interacting domain protein	Ccel_0812	1683	560
421335	421865	+	ACL74755.1	sigma 54 modulation protein/ribosomal protein S30EA	Ccel_0370	531	176
2421069	2421968	-	ACL76409.1	sigma-E processing peptidase SpoIIGA	Ccel_2063	900	299
12880	13071	+	ACL74403.1	sigmaK-factor processing regulatory BofA	Ccel_0015	192	63
824556	825257	+	ACL75094.1	signal peptidase I	Ccel_0715	702	233
2975649	2976218	-	ACL76791.1	signal peptidase I	Ccel_2462	570	189
820611	821957	+	ACL75088.1	signal recognition particle protein	Ccel_0709	1347	448
803754	804662	+	ACL75076.1	signal recognition particle-docking protein FtsY	Ccel_0697	909	302
2490869	2492164	+	ACL76469.1	signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_2125	1296	431
2648525	2649853	-	ACL76606.1	signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_2269	1329	442
3179549	3180820	+	ACL76965.1	signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_2641	1272	423
3193165	3194445	+	ACL76971.1	signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_2647	1281	426
3650437	3651729	+	ACL77408.1	signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_3117	1293	430
4022357	4023688	+	ACL77745.1	signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_3457	1332	443
1548963	1550687	+	ACL75606.1	"signal transduction histidine kinase, LytS"	Ccel_1250	1725	574
2226072	2226806	+	ACL76220.1	Silent information regulator protein Sir2	Ccel_1872	735	244
64293	64721	+	ACL74444.1	single-strand binding protein	Ccel_0056	429	142
3621322	3621744	-	ACL77379.1	single-strand binding protein	Ccel_3087	423	140
1857205	1857885	+	ACL75874.1	single-strand binding protein/Primosomal replication protein n	Ccel_1522	681	226
4065943	4066575	-	ACL77774.1	single-stranded nucleic acid binding R3H domain protein	Ccel_3487	633	210
2311338	2313068	-	ACL76301.1	single-stranded-DNA-specific exonuclease RecJ	Ccel_1953	1731	576
41190	42203	+	ACL74427.1	S-layer domain protein	Ccel_0039	1014	337
301963	304302	+	ACL74661.1	S-layer domain protein	Ccel_0274	2340	779
304322	306814	+	ACL74662.1	S-layer domain protein	Ccel_0275	2493	830
316018	316866	+	ACL74665.1	S-layer domain protein	Ccel_0278	849	282
330655	332259	+	ACL74676.1	S-layer domain protein	Ccel_0289	1605	534
1674323	1676107	+	ACL75730.1	S-layer domain protein	Ccel_1376	1785	594
1886034	1895996	+	ACL75899.1	S-layer domain protein	Ccel_1547	9963	3320
2784217	2788482	-	ACL76697.1	S-layer domain protein	Ccel_2364	4266	1421
2876269	2877837	-	ACL76726.1	S-layer domain protein	Ccel_2393	1569	522
3171779	3173206	-	ACL76960.1	S-layer domain protein	Ccel_2633	1428	475
3340430	3343894	-	ACL77081.1	S-layer domain protein	Ccel_2783	3465	1154
3569800	3571629	-	ACL77311.1	S-layer domain protein	Ccel_3019	1830	609
3671326	3672762	-	ACL77423.1	S-layer domain protein	Ccel_3132	1437	478
3939731	3942013	-	ACL77685.1	S-layer domain protein	Ccel_3397	2283	760
555338	555532	-	ACL74866.1	small acid-soluble spore protein alpha/beta type	Ccel_0484	195	64
1755591	1755821	-	ACL75798.1	small acid-soluble spore protein alpha/beta type	Ccel_1444	231	76
1910532	1910732	+	ACL75913.1	small acid-soluble spore protein alpha/beta type	Ccel_1561	201	66
3887772	3887963	+	ACL77632.1	small acid-soluble spore protein alpha/beta type	Ccel_3343	192	63
3458681	3458848	-	ACL77197.1	small acid-soluble spore protein beta	Ccel_2903	168	55
1308975	1311617	+	ACL75413.1	small GTP-binding protein	Ccel_1053	2643	880
2361574	2363397	-	ACL76345.1	small GTP-binding protein	Ccel_1997	1824	607
2497379	2498704	-	ACL76475.1	small GTP-binding protein	Ccel_2131	1326	441
3639025	3640215	-	ACL77395.1	small GTP-binding protein	Ccel_3103	1191	396
2951279	2951596	+	ACL76775.1	small multidrug resistance protein	Ccel_2446	318	105
4045641	4045811	-	ACL77765.1	"small, acid-soluble spore protein"	Ccel_3477	171	56
3022362	3022592	-	ACL76828.1	"small, acid-soluble spore protein tlp"	Ccel_2500	231	76
57092	60241	+	ACL74440.1	SMC domain protein	Ccel_0052	3150	1049
70967	73924	+	ACL74453.1	SMC domain protein	Ccel_0065	2958	985
3262296	3265406	-	ACL77020.1	SMC domain protein	Ccel_2709	3111	1036
3857098	3858399	-	ACL77599.1	SMC domain protein	Ccel_3310	1302	433
2883442	2884098	-	ACL76729.1	SMI1 / KNR4 family	Ccel_2399	657	218
769138	769776	-	ACL75045.1	SNARE associated Golgi protein	Ccel_0665	639	212
836291	836932	+	ACL75105.1	SNARE associated Golgi protein	Ccel_0726	642	213
1433534	1434187	+	ACL75526.1	SNARE associated Golgi protein	Ccel_1169	654	217
3400415	3401776	-	ACL77142.1	SNF2-related protein	Ccel_2848	1362	453
3599179	3600552	-	ACL77347.1	SNF2-related protein	Ccel_3055	1374	457
4023776	4027009	+	ACL77746.1	SNF2-related protein	Ccel_3458	3234	1077
2212266	2212835	+	ACL76207.1	SNO glutamine amidotransferase	Ccel_1859	570	189
2444069	2445076	-	ACL76431.1	sodium/calcium exchanger membrane region	Ccel_2086	1008	335
2948836	2950026	+	ACL76773.1	sodium/hydrogen exchanger	Ccel_2444	1191	396
3643213	3644415	-	ACL77400.1	sodium/hydrogen exchanger	Ccel_3108	1203	400
3020715	3022223	+	ACL76826.1	sodium:neurotransmitter symporter	Ccel_2498	1509	502
3094194	3095564	+	ACL76898.1	sodium:neurotransmitter symporter	Ccel_2570	1371	456
2038007	2038654	+	ACL76044.1	"SOS-response transcriptional repressor, LexA"	Ccel_1693	648	215
1065889	1066935	+	ACL75261.1	spermidine/putrescine ABC transporter ATPase subunit	Ccel_0889	1047	348
613548	615188	+	ACL74909.1	SpoIID/LytB domain protein	Ccel_0527	1641	546
279611	281650	+	ACL74638.1	Spore coat protein CotH	Ccel_0251	2040	679
1358085	1359950	-	ACL75460.1	Spore coat protein CotH	Ccel_1101	1866	621
1607558	1609537	+	ACL75657.1	Spore coat protein CotH	Ccel_1303	1980	659
17239	18222	+	ACL74405.1	"spore coat protein, CotS family"	Ccel_0017	984	327
37904	38599	+	ACL74423.1	spore cortex-lytic enzyme	Ccel_0035	696	231
602056	603159	+	ACL74904.1	Spore germination protein	Ccel_0522	1104	367
754502	755587	-	ACL75033.1	spore germination protein	Ccel_0652	1086	361
2330144	2331256	-	ACL76318.1	spore germination protein	Ccel_1970	1113	370
3562356	3563462	-	ACL77305.1	spore germination protein	Ccel_3011	1107	368
2341223	2342230	-	ACL76326.1	spore protease	Ccel_1978	1008	335
2231102	2232376	+	ACL76226.1	sporulation integral membrane protein YlbJ	Ccel_1878	1275	424
3910340	3911401	+	ACL77661.1	sporulation integral membrane protein YtvI	Ccel_3372	1062	353
3619310	3619594	-	ACL77375.1	sporulation protein YabP	Ccel_3083	285	94
563915	565111	+	ACL74872.1	sporulation protein YhbH	Ccel_0490	1197	398
664421	664744	+	ACL74953.1	sporulation protein YqfC	Ccel_0572	324	107
664778	665974	+	ACL74954.1	sporulation protein YqfD	Ccel_0573	1197	398
2091675	2092133	-	ACL76095.1	sporulation protein YtfJ	Ccel_1744	459	152
3885316	3886233	-	ACL77629.1	sporulation protein YtxC	Ccel_3340	918	305
3899961	3900569	-	ACL77649.1	sporulation protein YyaC	Ccel_3360	609	202
2419035	2419295	-	ACL76406.1	"sporulation protein, YlmC/YmxH family"	Ccel_2060	261	86
2249691	2250536	-	ACL76242.1	sporulation transcriptional activator Spo0A	Ccel_1894	846	281
3339398	3339778	-	ACL77079.1	SpoVG family protein	Ccel_2781	381	126
3630706	3630957	-	ACL77386.1	SpoVG family protein	Ccel_3094	252	83
565145	566533	+	ACL74873.1	SpoVR family protein	Ccel_0491	1389	462
3344583	3344876	-	ACL77083.1	SpoVT/AbrB domain protein	Ccel_2785	294	97
939487	939951	+	ACL75197.1	SsrA-binding protein	Ccel_0819	465	154
319266	320291	+	ACL74668.1	stage II sporulation protein D	Ccel_0281	1026	341
3536245	3538659	-	ACL77280.1	"stage II sporulation protein E, protein serine/threonine phosphatase"	Ccel_2986	2415	804
2098790	2099425	-	ACL76103.1	stage II sporulation protein M	Ccel_1752	636	211
2296247	2297470	-	ACL76292.1	stage II sporulation protein P	Ccel_1944	1224	407
335773	336459	+	ACL74679.1	stage II sporulation protein R	Ccel_0292	687	228
2268534	2269529	-	ACL76264.1	stage III sporulation protein AA	Ccel_1916	996	331
2268002	2268520	-	ACL76263.1	stage III sporulation protein AB	Ccel_1915	519	172
2267787	2267981	-	ACL76262.1	stage III sporulation protein AC	Ccel_1914	195	64
2267365	2267751	-	ACL76261.1	stage III sporulation protein AD	Ccel_1913	387	128
2266107	2267303	-	ACL76260.1	stage III sporulation protein AE	Ccel_1912	1197	398
2264775	2265395	-	ACL76258.1	stage III sporulation protein AG	Ccel_1910	621	206
2250813	2252138	-	ACL76243.1	stage IV sporulation protein B	Ccel_1895	1326	441
2663456	2663899	-	ACL76619.1	stage V sporulation protein AC	Ccel_2282	444	147
2662355	2663374	-	ACL76618.1	stage V sporulation protein AD	Ccel_2281	1020	339
2661973	2662329	-	ACL76617.1	stage V sporulation protein AE	Ccel_2280	357	118
2999223	3000728	+	ACL76808.1	stage V sporulation protein B	Ccel_2480	1506	501
3497781	3499349	-	ACL77233.1	stage V sporulation protein B	Ccel_2939	1569	522
793708	793968	+	ACL75069.1	Stage V sporulation protein S	Ccel_0689	261	86
1639635	1639922	+	ACL75694.1	Stress responsive alpha-beta barrel domain protein	Ccel_1340	288	95
287206	288285	+	ACL74644.1	Sua5/YciO/YrdC/YwlC family protein	Ccel_0257	1080	359
3877003	3878577	-	ACL77622.1	Substrate-binding region of ABC-type glycine betaine transport system	Ccel_3333	1575	524
2018164	2019552	-	ACL76026.1	sugar (Glycoside-Pentoside-Hexuronide) transporter	Ccel_1675	1389	462
4042699	4043379	-	ACL77761.1	sugar fermentation stimulation protein	Ccel_3473	681	226
3793363	3800490	-	ACL77536.1	sugar-binding domain protein	Ccel_3247	7128	2375
288872	289321	+	ACL74646.1	"sugar-phosphate isomerase, RpiB/LacA/LacB family"	Ccel_0259	450	149
1977420	1977878	-	ACL75991.1	"sugar-phosphate isomerase, RpiB/LacA/LacB family"	Ccel_1640	459	152
422059	423936	+	ACL74756.1	sulfatase	Ccel_0371	1878	625
814396	816282	+	ACL75083.1	sulfatase	Ccel_0704	1887	628
2160862	2162874	-	ACL76157.1	sulfatase	Ccel_1807	2013	670
3742975	3744762	+	ACL77497.1	sulfatase	Ccel_3207	1788	595
3920352	3922829	+	ACL77670.1	sulfatase	Ccel_3382	2478	825
1866755	1868104	+	ACL75884.1	sun protein	Ccel_1532	1350	449
3977028	3979310	-	ACL77711.1	superfamily I DNA helicase	Ccel_3423	2283	760
1363354	1363956	+	ACL75464.1	Tail Collar domain protein	Ccel_1105	603	200
1363980	1365086	+	ACL75465.1	Tail Collar domain protein	Ccel_1106	1107	368
3016759	3017001	+	ACL76819.1	Tail Collar domain protein	Ccel_2491	243	80
3017095	3017349	+	ACL76820.1	Tail Collar domain protein	Ccel_2492	255	84
3017405	3017650	+	ACL76821.1	Tail Collar domain protein	Ccel_2493	246	81
1824380	1825924	+	ACL75853.1	tail sheath protein	Ccel_1501	1545	514
3088542	3089612	-	ACL76895.1	tartrate dehydrogenase	Ccel_2567	1071	356
3391103	3392707	-	ACL77131.1	Terminase	Ccel_2837	1605	534
3512258	3513925	-	ACL77254.1	Terminase	Ccel_2960	1668	555
3597452	3597964	-	ACL77343.1	Terminase small subunit	Ccel_3051	513	170
3845877	3846389	-	ACL77587.1	Terminase small subunit	Ccel_3298	513	170
698254	699108	+	ACL74985.1	tetrahydrofolate dehydrogenase/cyclohydrolase	Ccel_0604	855	284
1577854	1578864	+	ACL75630.1	"Tetrapyrrole biosynthesis, glutamyl-tRNA reductase-like protein"	Ccel_1274	1011	336
1759566	1760690	+	ACL75802.1	tetratricopeptide TPR_2	Ccel_1448	1125	374
441946	443367	+	ACL74775.1	Tetratricopeptide TPR_2 repeat	Ccel_0390	1422	473
694278	696038	+	ACL74983.1	Tetratricopeptide TPR_2 repeat protein	Ccel_0602	1761	586
1450195	1451076	+	ACL75544.1	Tetratricopeptide TPR_2 repeat protein	Ccel_1187	882	293
3745922	3746626	+	ACL77499.1	Tetratricopeptide TPR_2 repeat protein	Ccel_3209	705	234
2357340	2358650	-	ACL76339.1	thiamine biosynthesis protein ThiC	Ccel_1991	1311	436
2026988	2028166	-	ACL76034.1	thiamine biosynthesis/tRNA modification protein ThiI	Ccel_1683	1179	392
640244	640990	+	ACL74937.1	thiamine pyrophosphate protein domain protein TPP-binding	Ccel_0555	747	248
1873434	1874069	+	ACL75890.1	thiamine pyrophosphokinase	Ccel_1538	636	211
2355881	2356513	-	ACL76337.1	thiamine-phosphate pyrophosphorylase	Ccel_1989	633	210
2448465	2449043	-	ACL76435.1	ThiJ/PfpI domain protein	Ccel_2090	579	192
776359	777066	+	ACL75052.1	Thioesterase	Ccel_0672	708	235
3034518	3035228	-	ACL76840.1	Thioesterase	Ccel_2512	711	236
1484505	1484966	+	ACL75568.1	thioesterase superfamily protein	Ccel_1211	462	153
1776537	1776962	+	ACL75816.1	thioesterase superfamily protein	Ccel_1462	426	141
2047425	2047853	+	ACL76052.1	thioesterase superfamily protein	Ccel_1701	429	142
2224850	2225329	+	ACL76218.1	thioesterase superfamily protein	Ccel_1870	480	159
3112268	3112714	+	ACL76907.1	thioesterase superfamily protein	Ccel_2579	447	148
2583765	2584091	-	ACL76553.1	thioredoxin	Ccel_2211	327	108
2137741	2138667	+	ACL76130.1	thioredoxin reductase	Ccel_1779	927	308
1762064	1763587	+	ACL75804.1	threonine synthase	Ccel_1450	1524	507
1669008	1670915	+	ACL75726.1	threonyl-tRNA synthetase	Ccel_1372	1908	635
1670929	1672866	+	ACL75727.1	threonyl-tRNA synthetase	Ccel_1373	1938	645
182372	182992	+	ACL74544.1	thymidylate kinase	Ccel_0156	621	206
3035355	3036047	-	ACL76841.1	Thymidylate kinase-like protein	Ccel_2513	693	230
1614209	1615003	+	ACL75663.1	thymidylate synthase	Ccel_1309	795	264
3501368	3502330	-	ACL77236.1	"TIM-barrel protein, nifR3 family"	Ccel_2942	963	320
683775	684176	+	ACL74972.1	TM2 domain containing protein	Ccel_0591	402	133
1725442	1725891	-	ACL75775.1	TM2 domain containing protein	Ccel_1421	450	149
3375512	3375928	-	ACL77113.1	toxin secretion/phage lysis holin	Ccel_2819	417	138
3502987	3503454	-	ACL77237.1	toxin secretion/phage lysis holin	Ccel_2943	468	155
9000	9761	+	ACL74398.1	TPR repeat-containing protein	Ccel_0010	762	253
4009196	4010257	-	ACL77733.1	TPR repeat-containing protein	Ccel_3445	1062	353
4010247	4011440	-	ACL77734.1	TPR repeat-containing protein	Ccel_3446	1194	397
4015997	4016821	-	ACL77739.1	TPR repeat-containing protein	Ccel_3451	825	274
3488779	3490026	+	ACL77224.1	TPR/glycosyl transferase domain-containing protein	Ccel_2930	1248	415
3298613	3300433	-	ACL77047.1	TRAG family protein	Ccel_2738	1821	606
3687633	3689921	-	ACL77444.1	TRAG family protein	Ccel_3153	2289	762
3817221	3817676	-	ACL77552.1	transcription activator effector binding	Ccel_3263	456	151
448093	448569	+	ACL74780.1	transcription elongation factor GreA	Ccel_0395	477	158
3913774	3915846	-	ACL77665.1	transcription termination factor Rho	Ccel_3376	2073	690
3482913	3483263	-	ACL77218.1	"transcriptional modulator of MazE/toxin, MazF"	Ccel_2924	351	116
3504314	3504814	-	ACL77239.1	"transcriptional modulator of MazE/toxin, MazF"	Ccel_2945	501	166
187761	188000	-	ACL74552.1	"transcriptional regulator, AbrB family"	Ccel_0164	240	79
3612179	3612424	-	ACL77362.1	"transcriptional regulator, AbrB family"	Ccel_3070	246	81
3622161	3622715	-	ACL77380.1	"transcriptional regulator, AbrB family"	Ccel_3088	555	184
3665762	3666004	-	ACL77421.1	"transcriptional regulator, AbrB family"	Ccel_3130	243	80
