assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCA_002214545.1,PRJNA274230,SAMN03324168,,representative genome,277988,277988,Thermococcus thioreducens,strain=OGL-20P,,latest,Complete Genome,Major,Full,7/5/17,ASM221454v1,Ecole Normale Superieure de Lyon,GCF_002214545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/545/GCA_002214545.1_ASM221454v1,,assembly from type material
GCA_002116695.1,PRJNA380321,SAMN06640543,,na,282676,282676,Acidianus manzaensis,strain=YN-25,,latest,Complete Genome,Major,Full,5/1/17,ASM211669v1,"Cental South University, China",GCF_002116695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/695/GCA_002116695.1_ASM211669v1,,
GCA_000009185.1,PRJNA17185,SAMEA3138195,,na,362976,293091,Haloquadratum walsbyi DSM 16790,strain=DSM 16790 = HBSQ001,,latest,Complete Genome,Major,Full,6/22/06,ASM918v1,Max Planck Institute,GCF_000009185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/185/GCA_000009185.1_ASM918v1,,
GCA_000237865.1,PRJEA49335,SAMEA2272799,,representative genome,768065,293091,Haloquadratum walsbyi C23,,,latest,Complete Genome,Major,Full,5/31/11,ASM23786v1,Max-Planck-Institute of Biochemistry,GCF_000237865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/865/GCA_000237865.1_ASM23786v1,,assembly from type material
GCA_001563245.1,PRJNA49591,SAMN04335716,,representative genome,294671,294671,Methanobrevibacter olleyae,strain=YLM1,,latest,Complete Genome,Major,Full,2/18/16,ASM156324v1,PGgRc,GCF_001563245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/245/GCA_001563245.1_ASM156324v1,,
GCA_000235565.1,PRJNA76151,SAMN02603883,,representative genome,1110509,301375,Methanosaeta harundinacea 6Ac,strain=6Ac,,latest,Complete Genome,Major,Full,11/16/11,ASM23556v1,"State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences",GCF_000235565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/565/GCA_000235565.1_ASM23556v1,,
GCA_000009965.1,PRJNA13213,SAMD00061071,,representative genome,69014,311400,Thermococcus kodakarensis KOD1,strain=KOD1,,latest,Complete Genome,Major,Full,1/5/05,ASM996v1,"Kyoto University, Japan",GCF_000009965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/965/GCA_000009965.1_ASM996v1,,assembly from type material
GCA_000270325.1,PRJDA49157,SAMD00016619,,na,311458,311458,Candidatus Caldiarchaeum subterraneum,,,latest,Complete Genome,Major,Full,8/15/11,ASM27032v1,Japan Agency for Maine-Earth Science and Technology,GCF_000270325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/325/GCA_000270325.1_ASM27032v1,derived from environmental source ; missing rRNA genes,
GCA_003201765.1,PRJNA463410,SAMN09071530,,na,619593,312539,Acidianus sulfidivorans JP7,strain=JP7,,latest,Complete Genome,Major,Full,6/7/18,ASM320176v1,North Carolina State University,GCF_003201765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/765/GCA_003201765.1_ASM320176v1,,assembly from type material
GCA_000145985.1,PRJNA33361,SAMN00016987,,na,583356,334771,Ignisphaera aggregans DSM 17230,strain=DSM 17230,,latest,Complete Genome,Major,Full,8/24/10,ASM14598v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000145985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/985/GCA_000145985.1_ASM14598v1,missing rRNA genes,assembly from type material
GCA_004126515.1,PRJNA513349,SAMN10709458,,na,337243,337243,Halorubrum ezzemoulense,strain=Fb21,,latest,Complete Genome,Major,Full,2/1/19,ASM412651v1,University of Connecticut,GCF_004126515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/126/515/GCA_004126515.1_ASM412651v1,,
GCA_000018465.1,PRJNA19265,SAMN00000032,,na,436308,338192,Nitrosopumilus maritimus SCM1,strain=SCM1,,latest,Complete Genome,Major,Full,11/15/07,ASM1846v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000018465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/465/GCA_000018465.1_ASM1846v1,,assembly from type material
GCA_000018365.1,PRJNA20773,SAMN02603476,,representative genome,523850,342948,Thermococcus onnurineus NA1,strain=NA1,,latest,Complete Genome,Major,Full,11/6/08,ASM1836v1,Korea Ocean Research & Development Institute,GCF_000018365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/365/GCA_000018365.1_ASM1836v1,,assembly from type material
GCA_000211475.1,PRJNA65431,SAMN02603477,,na,342949,342949,Pyrococcus sp. NA2,strain=NA2,,latest,Complete Genome,Major,Full,4/29/11,ASM21147v1,Korea Ocean Research and Development Institute,GCF_000211475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/475/GCA_000211475.1_ASM21147v1,,
GCA_009392895.1,PRJNA578237,SAMN13053294,,na,348826,348826,Natronorubrum aibiense,strain=7-3,,latest,Complete Genome,Major,Full,10/30/19,ASM939289v1,Jiangsu University,GCF_009392895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/392/895/GCA_009392895.1_ASM939289v1,,assembly from type material
GCA_000517625.1,PRJNA71415,SAMN00117518,,representative genome,797299,353800,Halostagnicola larsenii XH-48,strain=XH-48,,latest,Complete Genome,Major,Full,1/13/14,ASM51762v1,JGI,GCF_000517625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/625/GCA_000517625.1_ASM51762v1,,assembly from type material
GCA_000017625.1,PRJNA18505,SAMN02598409,,representative genome,456442,358766,Methanoregula boonei 6A8,strain=6A8,,latest,Complete Genome,Major,Full,7/26/07,ASM1762v1,US DOE Joint Genome Institute,GCF_000017625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/625/GCA_000017625.1_ASM1762v1,,assembly from type material
GCA_000025665.1,PRJNA38403,SAMN02598523,,representative genome,439481,379547,Aciduliprofundum boonei T469,strain=T469,,latest,Complete Genome,Major,Full,2/24/10,ASM2566v1,US DOE Joint Genome Institute,GCF_000025665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/665/GCA_000025665.1_ASM2566v1,,
GCA_000328525.1,PRJNA59897,SAMN02232030,,na,797302,387341,Halovivax ruber XH-70,strain=XH-70,,latest,Complete Genome,Major,Full,12/27/12,ASM32852v1,DOE Joint Genome Institute,GCF_000328525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/525/GCA_000328525.1_ASM32852v1,,assembly from type material
GCA_000217715.1,PRJNA56049,SAMN02232028,,representative genome,797210,387343,Halopiger xanaduensis SH-6,strain=SH-6,,latest,Complete Genome,Major,Full,6/9/11,ASM21771v1,US DOE Joint Genome Institute,GCF_000217715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/715/GCA_000217715.1_ASM21771v1,,assembly from type material
GCA_000281695.1,PRJNA89473,SAMN02603638,,na,406552,406552,Natrinema sp. J7-2,strain=J7-2,,latest,Complete Genome,Major,Full,7/25/12,ASM28169v1,Nankai University,GCF_000281695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/695/GCA_000281695.1_ASM28169v1,,
GCA_000196895.1,PRJNA49517,SAMN02603490,,representative genome,795797,413810,Halalkalicoccus jeotgali B3,strain=B3,,latest,Complete Genome,Major,Full,6/23/10,ASM19689v1,Kyung Hee University,GCF_000196895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/895/GCA_000196895.1_ASM19689v1,,assembly from type material
GCA_004799625.1,PRJNA482292,SAMN09702595,,na,413811,413811,Haloterrigena jeotgali,strain=A29,,latest,Complete Genome,Major,Full,4/18/19,ASM479962v1,Wuhan University,GCF_004799625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/625/GCA_004799625.1_ASM479962v1,contaminated ; untrustworthy as type,assembly from type material
GCA_000591055.1,PRJEA50649,SAMEA3138954,,representative genome,268739,416273,Natronomonas moolapensis 8.8.11,strain=8.8.11,,latest,Complete Genome,Major,Full,2/21/13,ASM59105v1,Max-Planck-Institute of Biochemistry,GCF_000591055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/055/GCA_000591055.1_ASM59105v1,,assembly from type material
GCA_000970285.1,PRJNA230942,SAMN03074578,,representative genome,1434110,418008,Methanosarcina horonobensis HB-1 = JCM 15518,strain=HB-1,,latest,Complete Genome,Major,Full,4/7/15,ASM97028v1,University of Illinois at Urbana-Champaign,GCF_000970285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/285/GCA_000970285.1_ASM97028v1,,assembly from type material
GCA_000306725.1,PRJNA74005,SAMN00739943,,representative genome,1094980,420950,Methanolobus psychrophilus R15,strain=R15,,latest,Complete Genome,Major,Full,10/18/12,ASM30672v1,Beijing Institute of Genomics,GCF_000306725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/725/GCA_000306725.1_ASM30672v1,contaminated,assembly from type material
GCA_000470655.1,PRJEB1233,SAMEA2271992,,representative genome,1033806,430914,Halorhabdus tiamatea SARL4B,strain=type strain: SARL4B,,latest,Complete Genome,Major,Full,8/1/13,HATI1,MPI BREMEN,GCF_000470655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1,,assembly from type material
GCA_000021965.1,PRJNA29381,SAMN00001866,,representative genome,521011,475088,Methanosphaerula palustris E1-9c,strain=E1-9c,,latest,Complete Genome,Major,Full,1/5/09,ASM2196v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000021965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/965/GCA_000021965.1_ASM2196v1,,assembly from type material
GCA_000303155.1,PRJNA60505,SAMN02603264,,na,1237085,497727,Candidatus Nitrososphaera gargensis Ga9.2,,enrichment culture Ga9.2,latest,Complete Genome,Major,Full,10/5/12,ASM30315v1,Georg-August-University Goettingen,GCF_000303155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/303/155/GCA_000303155.1_ASM30315v1,,
GCA_000019605.1,PRJNA16525,SAMN02598368,,na,374847,498846,Candidatus Korarchaeum cryptofilum OPF8,,,latest,Complete Genome,Major,Full,3/18/08,ASM1960v1,US DOE Joint Genome Institute,GCF_000019605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/605/GCA_000019605.1_ASM1960v1,,
GCA_000213215.1,PRJNA60875,SAMN02602984,,representative genome,933801,563177,Acidianus hospitalis W1,strain=W1,,latest,Complete Genome,Major,Full,5/12/11,ASM21321v1,"Archaea Centre, Department of Biology, University of Copenhagen, Copenhagen 2200 N, Denmark",GCF_000213215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/215/GCA_000213215.1_ASM21321v1,,
GCA_000789255.1,PRJNA261279,SAMN03070125,,representative genome,565033,565033,Geoglobus acetivorans,strain=SBH6,,latest,Complete Genome,Major,Full,12/4/14,ASM78925v1,Centre Bioengineering RAS,GCF_000789255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/255/GCA_000789255.1_ASM78925v1,,assembly from type material
GCA_000011005.1,PRJDA20361,SAMD00060931,,na,304371,570267,Methanocella paludicola SANAE,strain=SANAE,,latest,Complete Genome,Major,Full,12/25/09,ASM1100v1,NITE,GCF_000011005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1,,assembly from type material
GCA_000517445.1,PRJNA230233,SAMN03081513,,representative genome,582419,582419,Thermococcus paralvinellae,strain=ES1,,latest,Complete Genome,Major,Full,1/10/14,ASM51744v1,Kyung Hee University,GCF_000517445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/445/GCA_000517445.1_ASM51744v1,,assembly from type material
GCA_001971705.1,PRJNA329170,SAMN05417698,,representative genome,588898,588898,Haloterrigena daqingensis,,,latest,Complete Genome,Major,Full,1/26/17,ASM197170v1,Heilongjiang Academy,GCF_001971705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/705/GCA_001971705.1_ASM197170v1,,assembly from type material
GCA_003990725.1,PRJNA476066,SAMN09425686,,na,634157,634157,Halorubrum sp. PV6,strain=PV6,,latest,Complete Genome,Major,Full,12/21/18,ASM399072v1,University of Helsinki,GCF_003990725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/990/725/GCA_003990725.1_ASM399072v1,,
GCA_000025525.1,PRJNA37943,SAMN02598520,,na,644281,644281,Methanocaldococcus sp. FS406-22,strain=FS406-22,,latest,Complete Genome,Major,Full,2/17/10,ASM2552v1,US DOE Joint Genome Institute,GCF_000025525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/525/GCA_000025525.1_ASM2552v1,,
GCA_003856835.1,PRJNA481613,SAMN09684815,,na,660522,660522,Haloplanus aerogenes,strain=JCM 16430,,latest,Complete Genome,Major,Full,12/3/18,ASM385683v1,World Institute of Kimchi,GCF_003856835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/835/GCA_003856835.1_ASM385683v1,,assembly from type material
GCA_000327505.1,PRJNA73039,SAMN02261429,,na,673860,673860,Aciduliprofundum sp. MAR08-339,strain=MAR08-339,,latest,Complete Genome,Major,Full,12/21/12,ASM32750v1,JGI,GCF_000327505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/505/GCA_000327505.1_ASM32750v1,,
GCA_000258425.1,PRJNA91117,SAMN02603095,,na,1163730,683846,Fervidicoccus fontis Kam940,strain=Kam940,,latest,Complete Genome,Major,Full,4/10/12,ASM25842v1,Centre Bioengineering RAS,GCF_000258425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/425/GCA_000258425.1_ASM25842v1,,assembly from type material
GCA_004799685.1,PRJNA482708,SAMN09711302,,na,699433,699433,Halobellus limi,strain=CGMCC 1.10331,,latest,Complete Genome,Major,Full,4/18/19,ASM479968v1,Wuhan University,GCF_004799685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/685/GCA_004799685.1_ASM479968v1,,assembly from type material
GCA_002156705.1,PRJNA376078,SAMN06349942,,representative genome,745377,745377,Natronolimnobius aegyptiacus,strain=JW/NM-HA 15,,latest,Complete Genome,Major,Full,5/23/17,ASM215670v1,Chinese Academy of Agricultural Sciences,GCF_002156705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/705/GCA_002156705.1_ASM215670v1,,assembly from type material
GCA_000230955.3,PRJNA59739,SAMN02261380,,na,751944,751944,Halobacterium sp. DL1,strain=DL1,,latest,Complete Genome,Major,Full,1/13/14,ASM23095v3,JGI,GCF_000230955.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/955/GCA_000230955.3_ASM23095v3,,
GCA_002906575.1,PRJNA430969,SAMN08381148,,na,755307,755307,Salinigranum rubrum,strain=GX10,,latest,Complete Genome,Major,Full,1/30/18,ASM290657v1,ZheJiang University,GCF_002906575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/575/GCA_002906575.1_ASM290657v1,,assembly from type material
GCA_000224475.1,PRJNA52855,SAMN02232027,,representative genome,756883,756883,halophilic archaeon DL31,strain=DL31,,latest,Complete Genome,Major,Full,8/26/11,ASM22447v1,DOE Joint Genome Institute,GCF_000224475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/475/GCA_000224475.1_ASM22447v1,,
GCA_000828575.1,PRJDA50633,SAMD00060975,,na,866790,866790,Methanothermobacter sp. CaT2,strain=CaT2,,latest,Complete Genome,Major,Full,12/3/12,ASM82857v1,National Institute of Genetics,GCF_000828575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/575/GCA_000828575.1_ASM82857v1,,
GCA_000214725.1,PRJNA53561,SAMN00713630,,representative genome,868131,868131,Methanobacterium paludis,strain=SWAN1,,latest,Complete Genome,Major,Full,5/24/11,ASM21472v1,US DOE Joint Genome Institute,GCF_000214725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/725/GCA_000214725.1_ASM21472v1,,assembly from type material
GCA_000191585.1,PRJNA53495,SAMN02232037,,representative genome,877455,877455,Methanobacterium lacus,strain=AL-21,,latest,Complete Genome,Major,Full,3/7/11,ASM19158v1,US DOE Joint Genome Institute,GCF_000191585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/585/GCA_000191585.1_ASM19158v1,,
GCA_000327485.1,PRJNA63567,SAMN02232038,,representative genome,593750,882104,Methanoregula formicica SMSP,strain=SMSP,,latest,Complete Genome,Major,Full,12/21/12,ASM32748v1,DOE Joint Genome Institute,GCF_000327485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/485/GCA_000327485.1_ASM32748v1,,assembly from type material
GCA_000725425.1,PRJNA207495,SAMN03081469,,representative genome,1343739,971279,Palaeococcus pacificus DY20341,strain=DY20341,,latest,Complete Genome,Major,Full,7/14/14,ASM72542v1,"The third institute of oceanography of SOA,PRChina",GCF_000725425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/425/GCA_000725425.1_ASM72542v1,,assembly from type material
GCA_000190315.1,PRJNA63027,SAMN02603092,,representative genome,985053,985052,Vulcanisaeta moutnovskia 768-28,strain=768-28,,latest,Complete Genome,Major,Full,2/22/11,ASM19031v1,Centre Bioengineering RAS,GCF_000190315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/315/GCA_000190315.1_ASM19031v1,,
GCA_000204925.1,PRJNA65497,SAMN02603221,,representative genome,1006006,1006005,Metallosphaera cuprina Ar-4,strain=Ar-4,,latest,Complete Genome,Major,Full,4/19/11,ASM20492v1,Environmental Microbiology Research Center (EMRC),GCF_000204925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/925/GCA_000204925.1_ASM20492v1,,assembly from type material
GCA_000204585.1,PRJNA52465,SAMN02471010,AEGP00000000.1,na,886738,1007084,Candidatus Nitrosarchaeum limnium SFB1,strain=SFB1,,latest,Chromosome,Major,Full,4/20/11,ASM20458v1,Stanford University,GCF_000204585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/585/GCA_000204585.1_ASM20458v1,derived from single cell,
GCA_000215995.1,PRJNA66055,SAMN02603867,,representative genome,529709,1008460,Pyrococcus yayanosii CH1,strain=CH1,,latest,Complete Genome,Major,Full,6/7/11,ASM21599v1,Shanghai JiaoTong University,GCF_000215995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/995/GCA_000215995.1_ASM21599v1,,assembly from type material
GCA_000698785.1,PRJEA60103,SAMN02721150,,representative genome,926571,1034015,Nitrososphaera viennensis EN76,strain=EN76,,latest,Complete Genome,Major,Full,6/6/14,ASM69878v1,University of Vienna,GCF_000698785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1,,assembly from type material
GCA_000221185.1,PRJNA67883,SAMN02603471,,na,1042877,1042877,Thermococcus sp. 4557,strain=4557,,latest,Complete Genome,Major,Full,7/22/11,ASM22118v1,"Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration (SOA),PR China",GCF_000221185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/185/GCA_000221185.1_ASM22118v1,,
GCA_002355635.1,PRJDB4920,SAMD00053810,,na,1048396,1048396,Halopenitus persicus,strain=CBA1233,,latest,Complete Genome,Major,Full,6/23/16,ASM235563v1,Korea Basic Science Institute,GCF_002355635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/635/GCA_002355635.1_ASM235563v1,,
GCA_000350305.1,PRJNA68695,SAMN02603168,,representative genome,1054217,1054217,Thermoplasmatales archaeon BRNA1,strain=BRNA1,,latest,Complete Genome,Major,Full,4/2/13,ASM35030v1,CSIRO Livestock Industries,GCF_000350305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/305/GCA_000350305.1_ASM35030v1,,
GCA_002788215.1,PRJNA53493,SAMN00117514,,na,1073996,1073996,Halohasta litchfieldiae,strain=tADL,,latest,Complete Genome,Major,Full,11/20/17,ASM278821v1,JGI-PSF,GCF_002788215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/215/GCA_002788215.1_ASM278821v1,,assembly from type material
GCA_900065925.1,PRJEB10948,SAMEA3577360,,na,1078905,1078905,Candidatus Nitrosotalea devanaterra,,,latest,Complete Genome,Major,Full,3/8/16,NDEV.embl.gz,UNIVERSITY OF ABERDEEN,GCF_900065925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/065/925/GCA_900065925.1_NDEV.embl.gz,,
GCA_000234805.1,PRJNA74711,SAMN02603094,,na,1104324,1104324,Pyrobaculum ferrireducens,strain=1860,,latest,Complete Genome,Major,Full,11/10/11,ASM23480v1,Centre Bioengineering RAS,GCF_000234805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/234/805/GCA_000234805.1_ASM23480v1,,assembly from type material
GCA_000251105.1,PRJNA73221,SAMN02603117,,representative genome,1041930,1175444,Methanocella conradii HZ254,strain=HZ254,,latest,Complete Genome,Major,Full,3/7/12,ASM25110v1,China Agricultural University,GCF_000251105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1,,assembly from type material
GCA_000063445.1,PRJNA19641,SAMEA3138262,,representative genome,351160,1175445,Methanocella arvoryzae MRE50,strain=MRE50,,latest,Complete Genome,Major,Full,10/12/06,ASM6344v1,Max Planck Institute,GCF_000063445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/445/GCA_000063445.1_ASM6344v1,,assembly from type material
GCA_000263735.1,PRJNA162927,SAMN02603491,,na,1183377,1183377,Pyrococcus sp. ST04,strain=ST04,,latest,Complete Genome,Major,Full,5/22/12,ASM26373v1,Kyung Hee University,GCF_000263735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/735/GCA_000263735.1_ASM26373v1,,
GCA_000264495.1,PRJNA163135,SAMN02603096,,representative genome,1184251,1200300,Thermogladius calderae 1633,strain=1633,,latest,Complete Genome,Major,Full,5/25/12,ASM26449v1,Centre Bioengineering RAS,GCF_000264495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/495/GCA_000264495.1_ASM26449v1,,assembly from type material
GCA_001189275.1,PRJNA258558,SAMN02999931,,na,1227555,1227555,Pyrobaculum sp. WP30,strain=WP30,,latest,Complete Genome,Major,Full,7/30/15,ASM118927v1,Montana State University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/189/275/GCA_001189275.1_ASM118927v1,,
GCA_000299395.1,PRJNA174388,SAMN02603138,,na,1229909,1229909,Candidatus Nitrosopumilus sediminis,strain=AR2,,latest,Complete Genome,Major,Full,9/27/12,ASM29939v1,Chungbuk National University,GCF_000299395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/395/GCA_000299395.1_ASM29939v1,,
GCA_001412615.1,PRJNA268702,SAMN03223811,,representative genome,1273541,1273541,Pyrodictium delaneyi,strain=Su06,,latest,Complete Genome,Major,Full,10/26/15,ASM141261v1,Kyung Hee University,GCF_001412615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/615/GCA_001412615.1_ASM141261v1,,assembly from type material
GCA_000300255.2,PRJNA175948,SAMN03081445,,na,1236689,1291540,Candidatus Methanomethylophilus alvus Mx1201,strain=Mx1201,,latest,Complete Genome,Major,Full,4/9/13,ASM30025v2,Université d'Auvergne,GCF_000300255.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/255/GCA_000300255.2_ASM30025v2,,
GCA_003711245.1,PRJNA344871,SAMN05892231,,na,1291540,1291540,Candidatus Methanomethylophilus alvus,strain=Mx-05,,latest,Complete Genome,Major,Full,11/5/18,ASM371124v1,Universite Auvergne - UdA / UCA,GCF_003711245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/245/GCA_003711245.1_ASM371124v1,,
GCA_902387285.1,PRJEB33885,SAMEA5851961,,na,1291540,1291540,Candidatus Methanomethylophilus alvus,,MGYG-HGUT-02456,latest,Complete Genome,Major,Full,8/10/19,UHGG_MGYG-HGUT-02456,EMG,GCF_902387285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/285/GCA_902387285.1_UHGG_MGYG-HGUT-02456,,
GCA_008326425.1,PRJDB7341,SAMD00137265,,na,1294262,1294262,Sulfolobus sp. JCM 16833,strain=IC-006,,latest,Complete Genome,Major,Full,8/9/19,SulIC006_1.0,RIKEN-BRC,GCF_008326425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/326/425/GCA_008326425.1_SulIC006_1.0,,
GCA_000739065.1,PRJNA242490,SAMN02951366,,representative genome,1301915,1301915,Methanocaldococcus bathoardescens,strain=JH146,,latest,Complete Genome,Major,Full,8/12/14,ASM73906v1,Kyung Hee University,GCF_000739065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/065/GCA_000739065.1_ASM73906v1,,assembly from type material
GCA_000385565.1,PRJNA196460,SAMN02028569,,representative genome,387631,1316941,Archaeoglobus sulfaticallidus PM70-1,strain=PM70-1,,latest,Complete Genome,Major,Full,4/30/13,ASM38556v1,"University of Bergen, Centre for Geobiology, Department of Biology",GCF_000385565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/565/GCA_000385565.1_ASM38556v1,,assembly from type material
GCA_000403645.1,PRJNA202311,SAMN02602994,,na,1333523,1333523,Salinarchaeum sp. Harcht-Bsk1,strain=Harcht-Bsk1,,latest,Complete Genome,Major,Full,5/30/13,ASM40364v1,Baltic Federal University,GCF_000403645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/645/GCA_000403645.1_ASM40364v1,,
GCA_000802205.2,PRJNA210256,SAMN03074222,,na,1353260,1353260,Candidatus Nitrosocosmicus oleophilus,strain=MY3,,latest,Complete Genome,Major,Full,10/8/15,ASM80220v2,Chungbuk National University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/205/GCA_000802205.2_ASM80220v2,missing rRNA genes,
